"ROUTE_NUMBER","EMPLOYEE_NUMBER","VEHICLE_NUMBER","READING_TYPE","READING_VALUE","READING_TAKEN"
513197,24387119,757,"FUEL_ECONOMY",1.376,16-JAN-2012 19:56:04
513197,24387119,757,"FUEL_ECONOMY",0.377,16-JAN-2012 19:53:03
513197,24387119,757,"FUEL_ECONOMY",2.667,16-JAN-2012 21:57:54
513197,24387119,757,"FUEL_ECONOMY",1.541,16-JAN-2012 21:40:21
513197,24387119,757,"FUEL_ECONOMY",2.931,16-JAN-2012 20:59:18
513197,24387119,757,"FUEL_ECONOMY",0.91,16-JAN-2012 20:55:18
513197,24387119,757,"FUEL_ECONOMY",0.991,16-JAN-2012 21:50:54
513197,24387119,757,"FUEL_ECONOMY",1.184,16-JAN-2012 18:05:52
513197,24387119,757,"FUEL_ECONOMY",1.275,16-JAN-2012 18:09:52
513197,24387119,757,"FUEL_ECONOMY",0.431,16-JAN-2012 18:12:52
513197,24387119,757,"FUEL_ECONOMY",0.692,16-JAN-2012 21:31:17
513197,24387119,757,"FUEL_ECONOMY",4.908,16-JAN-2012 21:09:29
513197,24387119,757,"FUEL_ECONOMY",2.57,16-JAN-2012 21:55:54
513197,24387119,757,"FUEL_ECONOMY",1.339,16-JAN-2012 21:41:21
513197,24387119,757,"FUEL_ECONOMY",0.395,16-JAN-2012 17:34:27
513197,24387119,757,"FUEL_ECONOMY",4.171,16-JAN-2012 20:58:18
513197,24387119,757,"FUEL_ECONOMY",3.323,16-JAN-2012 21:52:54
513197,24387119,757,"FUEL_ECONOMY",1.418,16-JAN-2012 22:08:54
513197,24387119,757,"FUEL_ECONOMY",0.212,16-JAN-2012 17:28:27
513197,24387119,757,"FUEL_ECONOMY",1.394,16-JAN-2012 18:08:52
513197,24387119,757,"FUEL_ECONOMY",0.357,16-JAN-2012 18:03:52
513197,24387119,757,"FUEL_ECONOMY",1.555,16-JAN-2012 19:49:02
513197,24387119,757,"FUEL_ECONOMY",3.743,16-JAN-2012 19:59:03
513197,24387119,757,"FUEL_ECONOMY",0.717,16-JAN-2012 20:53:18
513197,24387119,757,"FUEL_ECONOMY",1.731,16-JAN-2012 21:42:21
513197,24387119,757,"FUEL_ECONOMY",0.073,16-JAN-2012 22:00:54
513197,24387119,757,"FUEL_ECONOMY",1.467,16-JAN-2012 22:01:54
513197,24387119,757,"FUEL_ECONOMY",1.571,16-JAN-2012 17:54:52
513197,24387119,757,"FUEL_ECONOMY",1.378,16-JAN-2012 17:50:52
513197,24387119,757,"FUEL_ECONOMY",0.637,16-JAN-2012 18:07:52
513197,24387119,757,"FUEL_ECONOMY",0.402,16-JAN-2012 17:32:27
513197,24387119,757,"FUEL_ECONOMY",5.546,16-JAN-2012 19:58:03
513197,24387119,757,"FUEL_ECONOMY",1.142,16-JAN-2012 20:01:04
513197,24387119,757,"FUEL_ECONOMY",0.756,16-JAN-2012 21:54:54
513197,24387119,757,"FUEL_ECONOMY",1.246,16-JAN-2012 21:39:21
513197,24387119,757,"FUEL_ECONOMY",0.437,16-JAN-2012 21:11:29
513197,24387119,757,"FUEL_ECONOMY",0.275,16-JAN-2012 21:12:29
513197,24387119,757,"FUEL_ECONOMY",0.247,16-JAN-2012 17:29:27
513197,24387119,757,"FUEL_ECONOMY",1.212,16-JAN-2012 17:38:27
513197,24387119,757,"FUEL_ECONOMY",0.412,16-JAN-2012 17:41:27
513197,24387119,757,"FUEL_ECONOMY",1.932,16-JAN-2012 17:39:27
513197,24387119,757,"FUEL_ECONOMY",0.217,16-JAN-2012 17:25:27
513197,24387119,757,"FUEL_ECONOMY",1.538,16-JAN-2012 17:30:27
513197,24387119,757,"FUEL_ECONOMY",2.399,16-JAN-2012 20:45:18
513197,24387119,757,"FUEL_ECONOMY",0.172,16-JAN-2012 20:00:04
513197,24387119,757,"FUEL_ECONOMY",2.31,16-JAN-2012 19:52:03
513197,24387119,757,"FUEL_ECONOMY",1.358,16-JAN-2012 20:46:18
513197,24387119,757,"FUEL_ECONOMY",0.743,16-JAN-2012 20:07:03
513197,24387119,757,"FUEL_ECONOMY",0.84,16-JAN-2012 20:05:03
513197,24387119,757,"FUEL_ECONOMY",0.96,16-JAN-2012 22:04:54
513197,24387119,757,"FUEL_ECONOMY",0.657,16-JAN-2012 21:33:17
513197,24387119,757,"FUEL_ECONOMY",0.386,16-JAN-2012 21:49:54
513197,24387119,757,"FUEL_ECONOMY",2.759,16-JAN-2012 20:57:18
513197,24387119,757,"FUEL_ECONOMY",1.269,16-JAN-2012 21:08:03
513197,24387119,757,"FUEL_ECONOMY",1.183,16-JAN-2012 17:53:52
513197,24387119,757,"FUEL_ECONOMY",0.3,16-JAN-2012 17:35:27
513197,24387119,757,"FUEL_ECONOMY",1.679,16-JAN-2012 18:00:52
513197,24387119,757,"FUEL_ECONOMY",0.739,16-JAN-2012 19:54:04
513197,24387119,757,"FUEL_ECONOMY",1.479,16-JAN-2012 20:47:18
513197,24387119,757,"FUEL_ECONOMY",0.412,16-JAN-2012 20:43:18
513197,24387119,757,"FUEL_ECONOMY",0.369,16-JAN-2012 20:56:18
513197,24387119,757,"FUEL_ECONOMY",1.584,16-JAN-2012 17:56:52
513197,24387119,757,"FUEL_ECONOMY",0.753,16-JAN-2012 18:13:52
513197,24387119,757,"FUEL_ECONOMY",1.2,16-JAN-2012 17:52:52
513197,24387119,757,"FUEL_ECONOMY",1.989,16-JAN-2012 18:04:52
513197,24387119,757,"FUEL_ECONOMY",0.637,16-JAN-2012 18:02:52
513197,24387119,757,"FUEL_ECONOMY",2.241,16-JAN-2012 17:36:27
513197,24387119,757,"FUEL_ECONOMY",1.2,16-JAN-2012 20:02:04
513197,24387119,757,"FUEL_ECONOMY",4.956,16-JAN-2012 20:51:18
513197,24387119,757,"FUEL_ECONOMY",0.491,16-JAN-2012 20:08:03
513197,24387119,757,"FUEL_ECONOMY",5.542,16-JAN-2012 19:57:03
513197,24387119,757,"FUEL_ECONOMY",4.419,16-JAN-2012 19:51:03
513197,24387119,757,"FUEL_ECONOMY",1.797,16-JAN-2012 20:44:18
513197,24387119,757,"FUEL_ECONOMY",2.548,16-JAN-2012 20:49:18
513197,24387119,757,"FUEL_ECONOMY",0.329,16-JAN-2012 19:31:48
513197,24387119,757,"FUEL_ECONOMY",1.035,16-JAN-2012 20:04:04
513197,24387119,757,"FUEL_ECONOMY",4.21,16-JAN-2012 20:52:18
513197,24387119,757,"FUEL_ECONOMY",0.139,16-JAN-2012 20:03:04
513197,24387119,757,"FUEL_ECONOMY",1.829,16-JAN-2012 19:55:03
513197,24387119,757,"FUEL_ECONOMY",3.023,16-JAN-2012 20:50:18
513197,24387119,757,"FUEL_ECONOMY",0,16-JAN-2012 20:54:18
513197,24387119,757,"FUEL_ECONOMY",2.634,16-JAN-2012 20:48:18
513197,24387119,757,"FUEL_ECONOMY",1.208,16-JAN-2012 20:06:03
513197,24387119,757,"FUEL_ECONOMY",0.366,16-JAN-2012 20:09:03
513197,24387119,757,"FUEL_ECONOMY",0.066,16-JAN-2012 21:00:18
513197,24387119,757,"FUEL_ECONOMY",0.837,16-JAN-2012 21:10:29
513197,24387119,757,"FUEL_ECONOMY",3.96,16-JAN-2012 22:02:54
513197,24387119,757,"FUEL_ECONOMY",0.731,16-JAN-2012 21:24:49
513197,24387119,757,"FUEL_ECONOMY",2.604,16-JAN-2012 21:56:54
513197,24387119,757,"FUEL_ECONOMY",1.184,16-JAN-2012 21:59:54
513197,24387119,757,"FUEL_ECONOMY",0.492,16-JAN-2012 22:03:54
513197,24387119,757,"FUEL_ECONOMY",2.034,16-JAN-2012 21:58:54
513197,24387119,757,"FUEL_ECONOMY",1.738,16-JAN-2012 21:32:17
513197,24387119,757,"FUEL_ECONOMY",2.665,16-JAN-2012 21:53:54
513197,24387119,757,"FUEL_ECONOMY",0.23,16-JAN-2012 22:05:54
513197,24387119,757,"FUEL_ECONOMY",0.458,16-JAN-2012 21:01:18
513197,24387119,757,"FUEL_ECONOMY",3.41,16-JAN-2012 22:07:54
513197,24387119,757,"FUEL_ECONOMY",2.28,16-JAN-2012 21:51:54
513197,24387119,757,"FUEL_ECONOMY",1.708,16-JAN-2012 22:06:54
513197,24387119,757,"FUEL_ECONOMY",0.755,16-JAN-2012 17:37:27
513197,24387119,757,"FUEL_ECONOMY",0.624,16-JAN-2012 18:01:52
513197,24387119,757,"FUEL_ECONOMY",0.902,16-JAN-2012 17:58:52
513197,24387119,757,"FUEL_ECONOMY",0.645,16-JAN-2012 18:14:52
513197,24387119,757,"FUEL_ECONOMY",1.032,16-JAN-2012 17:31:27
513197,24387119,757,"FUEL_ECONOMY",1.107,16-JAN-2012 17:51:52
513197,24387119,757,"FUEL_ECONOMY",0.214,16-JAN-2012 17:27:27
513197,24387119,757,"FUEL_ECONOMY",0.227,16-JAN-2012 17:23:27
513197,24387119,757,"FUEL_ECONOMY",0.589,16-JAN-2012 17:40:27
513197,24387119,757,"FUEL_ECONOMY",1.29,16-JAN-2012 17:55:52
513197,24387119,757,"FUEL_ECONOMY",0.597,16-JAN-2012 18:10:52
513197,24387119,757,"FUEL_ECONOMY",0.583,16-JAN-2012 17:33:27
513197,24387119,757,"FUEL_ECONOMY",1.265,16-JAN-2012 18:06:52
513197,24387119,757,"FUEL_ECONOMY",0.703,16-JAN-2012 17:57:52
513197,24387119,757,"FUEL_ECONOMY",0.219,16-JAN-2012 17:24:27
513197,24387119,757,"FUEL_ECONOMY",0.215,16-JAN-2012 17:26:27
513197,24387119,757,"FUEL_ECONOMY",0.786,16-JAN-2012 18:11:52
513197,24387119,757,"FUEL_ECONOMY",0.208,16-JAN-2012 17:22:27
513197,24387119,757,"FUEL_ECONOMY",0.813,16-JAN-2012 17:59:52
513197,24387119,757,"FUEL_ECONOMY",2.725,16-JAN-2012 22:11:54
513197,24387119,757,"FUEL_ECONOMY",2.07,16-JAN-2012 22:16:54
513197,24387119,757,"FUEL_ECONOMY",0.978,16-JAN-2012 22:14:54
513197,24387119,757,"FUEL_ECONOMY",1.508,16-JAN-2012 22:19:54
513197,24387119,757,"FUEL_ECONOMY",2.62,16-JAN-2012 22:15:54
513197,24387119,757,"FUEL_ECONOMY",2.365,16-JAN-2012 22:09:54
513197,24387119,757,"FUEL_ECONOMY",0.348,16-JAN-2012 16:36:53
513197,24387119,757,"FUEL_ECONOMY",1.87,16-JAN-2012 22:17:54
513197,24387119,757,"FUEL_ECONOMY",1.574,16-JAN-2012 22:13:54
513197,24387119,757,"FUEL_ECONOMY",1.617,16-JAN-2012 22:18:54
513197,24387119,757,"FUEL_ECONOMY",2.336,16-JAN-2012 22:12:54
513197,24387119,757,"FUEL_ECONOMY",1.813,16-JAN-2012 22:20:54
513197,24387119,757,"FUEL_ECONOMY",1.845,16-JAN-2012 22:10:54
513197,24387119,757,"FUEL_ECONOMY",0.289,16-JAN-2012 22:21:54
513197,24387119,757,"FUEL_ECONOMY",0.2,16-JAN-2012 15:12:06
513197,24387119,757,"FUEL_ECONOMY",3.993,16-JAN-2012 18:32:08
513197,24387119,757,"FUEL_ECONOMY",1.684,16-JAN-2012 18:24:08
513197,24387119,757,"FUEL_ECONOMY",7.127,16-JAN-2012 18:31:08
513197,24387119,757,"FUEL_ECONOMY",0.031,16-JAN-2012 18:40:08
513197,24387119,757,"FUEL_ECONOMY",0.17,16-JAN-2012 19:07:22
513197,24387119,757,"FUEL_ECONOMY",2.802,16-JAN-2012 19:23:47
513197,24387119,757,"FUEL_ECONOMY",1.169,16-JAN-2012 18:37:08
513197,24387119,757,"FUEL_ECONOMY",0.343,16-JAN-2012 18:33:08
513197,24387119,757,"FUEL_ECONOMY",1.025,16-JAN-2012 18:26:08
513197,24387119,757,"FUEL_ECONOMY",0.485,16-JAN-2012 18:50:22
513197,24387119,757,"FUEL_ECONOMY",0.266,16-JAN-2012 19:26:47
513197,24387119,757,"FUEL_ECONOMY",1.416,16-JAN-2012 19:13:22
513197,24387119,757,"FUEL_ECONOMY",0.725,16-JAN-2012 18:34:08
513197,24387119,757,"FUEL_ECONOMY",0.17,16-JAN-2012 19:08:22
513197,24387119,757,"FUEL_ECONOMY",0.169,16-JAN-2012 19:01:22
513197,24387119,757,"FUEL_ECONOMY",0.17,16-JAN-2012 19:09:22
513197,24387119,757,"FUEL_ECONOMY",0.429,16-JAN-2012 19:12:22
513197,24387119,757,"FUEL_ECONOMY",0.173,16-JAN-2012 19:05:22
513197,24387119,757,"FUEL_ECONOMY",2.388,16-JAN-2012 18:53:22
513197,24387119,757,"FUEL_ECONOMY",0.862,16-JAN-2012 18:22:08
513197,24387119,757,"FUEL_ECONOMY",1.435,16-JAN-2012 18:25:08
513197,24387119,757,"FUEL_ECONOMY",4.763,16-JAN-2012 18:30:08
513197,24387119,757,"FUEL_ECONOMY",0.375,16-JAN-2012 18:59:22
513197,24387119,757,"FUEL_ECONOMY",0.158,16-JAN-2012 19:25:47
513197,24387119,757,"FUEL_ECONOMY",3.502,16-JAN-2012 18:52:22
513197,24387119,757,"FUEL_ECONOMY",0.172,16-JAN-2012 19:04:22
513197,24387119,757,"FUEL_ECONOMY",0.186,16-JAN-2012 19:27:47
513197,24387119,757,"FUEL_ECONOMY",0.173,16-JAN-2012 19:02:22
513197,24387119,757,"FUEL_ECONOMY",0.969,16-JAN-2012 18:54:22
513197,24387119,757,"FUEL_ECONOMY",0.991,16-JAN-2012 18:57:22
513197,24387119,757,"FUEL_ECONOMY",0.247,16-JAN-2012 19:11:23
513197,24387119,757,"FUEL_ECONOMY",0.743,16-JAN-2012 18:28:08
513197,24387119,757,"FUEL_ECONOMY",4.635,16-JAN-2012 18:29:08
513197,24387119,757,"FUEL_ECONOMY",1.031,16-JAN-2012 19:14:22
513197,24387119,757,"FUEL_ECONOMY",0.446,16-JAN-2012 18:35:08
513197,24387119,757,"FUEL_ECONOMY",0.59,16-JAN-2012 18:49:22
513197,24387119,757,"FUEL_ECONOMY",0.304,16-JAN-2012 18:55:22
513197,24387119,757,"FUEL_ECONOMY",1.143,16-JAN-2012 18:23:08
513197,24387119,757,"FUEL_ECONOMY",1.158,16-JAN-2012 18:38:08
513197,24387119,757,"FUEL_ECONOMY",0.388,16-JAN-2012 18:48:22
513197,24387119,757,"FUEL_ECONOMY",0.172,16-JAN-2012 19:03:22
513197,24387119,757,"FUEL_ECONOMY",1.909,16-JAN-2012 18:51:22
513197,24387119,757,"FUEL_ECONOMY",0.901,16-JAN-2012 18:27:08
513197,24387119,757,"FUEL_ECONOMY",1.444,16-JAN-2012 18:36:08
513197,24387119,757,"FUEL_ECONOMY",0.331,16-JAN-2012 18:41:08
513197,24387119,757,"FUEL_ECONOMY",0.154,16-JAN-2012 19:00:22
513197,24387119,757,"FUEL_ECONOMY",1.013,16-JAN-2012 19:30:48
513197,24387119,757,"FUEL_ECONOMY",1.058,16-JAN-2012 18:21:08
513197,24387119,757,"FUEL_ECONOMY",1.082,16-JAN-2012 19:28:47
513197,24387119,757,"FUEL_ECONOMY",0.36,16-JAN-2012 18:56:22
513197,24387119,757,"FUEL_ECONOMY",1.295,16-JAN-2012 19:29:47
513197,24387119,757,"FUEL_ECONOMY",1.141,16-JAN-2012 19:22:47
513197,24387119,757,"FUEL_ECONOMY",0.176,16-JAN-2012 19:10:23
513197,24387119,757,"FUEL_ECONOMY",3.667,16-JAN-2012 18:58:22
513197,24387119,757,"FUEL_ECONOMY",0.425,16-JAN-2012 19:21:47
513197,24387119,757,"FUEL_ECONOMY",0.067,16-JAN-2012 19:24:47
513197,24387119,757,"FUEL_ECONOMY",0.172,16-JAN-2012 19:06:22
513197,24387119,757,"FUEL_ECONOMY",0.016,16-JAN-2012 18:39:08
513197,24387119,757,"FUEL_ECONOMY",0.207,16-JAN-2012 15:13:06
513197,24387119,757,"FUEL_LEVEL",70,16-JAN-2012 19:56:04
513197,24387119,757,"FUEL_LEVEL",71,16-JAN-2012 19:53:03
513197,24387119,757,"FUEL_LEVEL",62,16-JAN-2012 21:57:54
513197,24387119,757,"FUEL_LEVEL",63,16-JAN-2012 21:40:21
513197,24387119,757,"FUEL_LEVEL",67,16-JAN-2012 20:59:18
513197,24387119,757,"FUEL_LEVEL",67,16-JAN-2012 20:55:18
513197,24387119,757,"FUEL_LEVEL",63,16-JAN-2012 21:50:54
513197,24387119,757,"FUEL_LEVEL",78,16-JAN-2012 18:05:52
513197,24387119,757,"FUEL_LEVEL",76,16-JAN-2012 18:09:52
513197,24387119,757,"FUEL_LEVEL",76,16-JAN-2012 18:12:52
513197,24387119,757,"FUEL_LEVEL",66,16-JAN-2012 21:31:17
513197,24387119,757,"FUEL_LEVEL",66,16-JAN-2012 21:09:29
513197,24387119,757,"FUEL_LEVEL",62,16-JAN-2012 21:55:54
513197,24387119,757,"FUEL_LEVEL",63,16-JAN-2012 21:41:21
513197,24387119,757,"FUEL_LEVEL",80,16-JAN-2012 17:34:27
513197,24387119,757,"FUEL_LEVEL",67,16-JAN-2012 20:58:18
513197,24387119,757,"FUEL_LEVEL",63,16-JAN-2012 21:52:54
513197,24387119,757,"FUEL_LEVEL",62,16-JAN-2012 22:08:54
513197,24387119,757,"FUEL_LEVEL",81,16-JAN-2012 17:28:27
513197,24387119,757,"FUEL_LEVEL",76,16-JAN-2012 18:08:52
513197,24387119,757,"FUEL_LEVEL",78,16-JAN-2012 18:03:52
513197,24387119,757,"FUEL_LEVEL",71,16-JAN-2012 19:49:02
513197,24387119,757,"FUEL_LEVEL",70,16-JAN-2012 19:59:03
513197,24387119,757,"FUEL_LEVEL",67,16-JAN-2012 20:53:18
513197,24387119,757,"FUEL_LEVEL",63,16-JAN-2012 21:42:21
513197,24387119,757,"FUEL_LEVEL",62,16-JAN-2012 22:00:54
513197,24387119,757,"FUEL_LEVEL",62,16-JAN-2012 22:01:54
513197,24387119,757,"FUEL_LEVEL",78,16-JAN-2012 17:54:52
513197,24387119,757,"FUEL_LEVEL",80,16-JAN-2012 17:50:52
513197,24387119,757,"FUEL_LEVEL",76,16-JAN-2012 18:07:52
513197,24387119,757,"FUEL_LEVEL",80,16-JAN-2012 17:32:27
513197,24387119,757,"FUEL_LEVEL",70,16-JAN-2012 19:58:03
513197,24387119,757,"FUEL_LEVEL",70,16-JAN-2012 20:01:04
513197,24387119,757,"FUEL_LEVEL",63,16-JAN-2012 21:54:54
513197,24387119,757,"FUEL_LEVEL",63,16-JAN-2012 21:39:21
513197,24387119,757,"FUEL_LEVEL",66,16-JAN-2012 21:11:29
513197,24387119,757,"FUEL_LEVEL",66,16-JAN-2012 21:12:29
513197,24387119,757,"FUEL_LEVEL",81,16-JAN-2012 17:29:27
513197,24387119,757,"FUEL_LEVEL",80,16-JAN-2012 17:38:27
513197,24387119,757,"FUEL_LEVEL",80,16-JAN-2012 17:41:27
513197,24387119,757,"FUEL_LEVEL",80,16-JAN-2012 17:39:27
513197,24387119,757,"FUEL_LEVEL",81,16-JAN-2012 17:25:27
513197,24387119,757,"FUEL_LEVEL",81,16-JAN-2012 17:30:27
513197,24387119,757,"FUEL_LEVEL",69,16-JAN-2012 20:45:18
513197,24387119,757,"FUEL_LEVEL",70,16-JAN-2012 20:00:04
513197,24387119,757,"FUEL_LEVEL",71,16-JAN-2012 19:52:03
513197,24387119,757,"FUEL_LEVEL",69,16-JAN-2012 20:46:18
513197,24387119,757,"FUEL_LEVEL",69,16-JAN-2012 20:07:03
513197,24387119,757,"FUEL_LEVEL",70,16-JAN-2012 20:05:03
513197,24387119,757,"FUEL_LEVEL",62,16-JAN-2012 22:04:54
513197,24387119,757,"FUEL_LEVEL",66,16-JAN-2012 21:33:17
513197,24387119,757,"FUEL_LEVEL",63,16-JAN-2012 21:49:54
513197,24387119,757,"FUEL_LEVEL",67,16-JAN-2012 20:57:18
513197,24387119,757,"FUEL_LEVEL",67,16-JAN-2012 21:08:03
513197,24387119,757,"FUEL_LEVEL",78,16-JAN-2012 17:53:52
513197,24387119,757,"FUEL_LEVEL",80,16-JAN-2012 17:35:27
513197,24387119,757,"FUEL_LEVEL",78,16-JAN-2012 18:00:52
513197,24387119,757,"FUEL_LEVEL",71,16-JAN-2012 19:54:04
513197,24387119,757,"FUEL_LEVEL",69,16-JAN-2012 20:47:18
513197,24387119,757,"FUEL_LEVEL",69,16-JAN-2012 20:43:18
513197,24387119,757,"FUEL_LEVEL",67,16-JAN-2012 20:56:18
513197,24387119,757,"FUEL_LEVEL",78,16-JAN-2012 17:56:52
513197,24387119,757,"FUEL_LEVEL",76,16-JAN-2012 18:13:52
513197,24387119,757,"FUEL_LEVEL",80,16-JAN-2012 17:52:52
513197,24387119,757,"FUEL_LEVEL",78,16-JAN-2012 18:04:52
513197,24387119,757,"FUEL_LEVEL",78,16-JAN-2012 18:02:52
513197,24387119,757,"FUEL_LEVEL",80,16-JAN-2012 17:36:27
513197,24387119,757,"FUEL_LEVEL",70,16-JAN-2012 20:02:04
513197,24387119,757,"FUEL_LEVEL",67,16-JAN-2012 20:51:18
513197,24387119,757,"FUEL_LEVEL",69,16-JAN-2012 20:08:03
513197,24387119,757,"FUEL_LEVEL",70,16-JAN-2012 19:57:03
513197,24387119,757,"FUEL_LEVEL",71,16-JAN-2012 19:51:03
513197,24387119,757,"FUEL_LEVEL",69,16-JAN-2012 20:44:18
513197,24387119,757,"FUEL_LEVEL",69,16-JAN-2012 20:49:18
513197,24387119,757,"FUEL_LEVEL",71,16-JAN-2012 19:31:48
513197,24387119,757,"FUEL_LEVEL",70,16-JAN-2012 20:04:04
513197,24387119,757,"FUEL_LEVEL",67,16-JAN-2012 20:52:18
513197,24387119,757,"FUEL_LEVEL",70,16-JAN-2012 20:03:04
513197,24387119,757,"FUEL_LEVEL",71,16-JAN-2012 19:55:03
513197,24387119,757,"FUEL_LEVEL",69,16-JAN-2012 20:50:18
513197,24387119,757,"FUEL_LEVEL",67,16-JAN-2012 20:54:18
513197,24387119,757,"FUEL_LEVEL",69,16-JAN-2012 20:48:18
513197,24387119,757,"FUEL_LEVEL",69,16-JAN-2012 20:06:03
513197,24387119,757,"FUEL_LEVEL",69,16-JAN-2012 20:09:03
513197,24387119,757,"FUEL_LEVEL",67,16-JAN-2012 21:00:18
513197,24387119,757,"FUEL_LEVEL",66,16-JAN-2012 21:10:29
513197,24387119,757,"FUEL_LEVEL",62,16-JAN-2012 22:02:54
513197,24387119,757,"FUEL_LEVEL",66,16-JAN-2012 21:24:49
513197,24387119,757,"FUEL_LEVEL",62,16-JAN-2012 21:56:54
513197,24387119,757,"FUEL_LEVEL",62,16-JAN-2012 21:59:54
513197,24387119,757,"FUEL_LEVEL",62,16-JAN-2012 22:03:54
513197,24387119,757,"FUEL_LEVEL",62,16-JAN-2012 21:58:54
513197,24387119,757,"FUEL_LEVEL",66,16-JAN-2012 21:32:17
513197,24387119,757,"FUEL_LEVEL",63,16-JAN-2012 21:53:54
513197,24387119,757,"FUEL_LEVEL",62,16-JAN-2012 22:05:54
513197,24387119,757,"FUEL_LEVEL",67,16-JAN-2012 21:01:18
513197,24387119,757,"FUEL_LEVEL",62,16-JAN-2012 22:07:54
513197,24387119,757,"FUEL_LEVEL",63,16-JAN-2012 21:51:54
513197,24387119,757,"FUEL_LEVEL",62,16-JAN-2012 22:06:54
513197,24387119,757,"FUEL_LEVEL",80,16-JAN-2012 17:37:27
513197,24387119,757,"FUEL_LEVEL",78,16-JAN-2012 18:01:52
513197,24387119,757,"FUEL_LEVEL",78,16-JAN-2012 17:58:52
513197,24387119,757,"FUEL_LEVEL",76,16-JAN-2012 18:14:52
513197,24387119,757,"FUEL_LEVEL",80,16-JAN-2012 17:31:27
513197,24387119,757,"FUEL_LEVEL",80,16-JAN-2012 17:51:52
513197,24387119,757,"FUEL_LEVEL",81,16-JAN-2012 17:27:27
513197,24387119,757,"FUEL_LEVEL",81,16-JAN-2012 17:23:27
513197,24387119,757,"FUEL_LEVEL",80,16-JAN-2012 17:40:27
513197,24387119,757,"FUEL_LEVEL",78,16-JAN-2012 17:55:52
513197,24387119,757,"FUEL_LEVEL",76,16-JAN-2012 18:10:52
513197,24387119,757,"FUEL_LEVEL",80,16-JAN-2012 17:33:27
513197,24387119,757,"FUEL_LEVEL",76,16-JAN-2012 18:06:52
513197,24387119,757,"FUEL_LEVEL",78,16-JAN-2012 17:57:52
513197,24387119,757,"FUEL_LEVEL",81,16-JAN-2012 17:24:27
513197,24387119,757,"FUEL_LEVEL",81,16-JAN-2012 17:26:27
513197,24387119,757,"FUEL_LEVEL",76,16-JAN-2012 18:11:52
513197,24387119,757,"FUEL_LEVEL",81,16-JAN-2012 17:22:27
513197,24387119,757,"FUEL_LEVEL",78,16-JAN-2012 17:59:52
513197,24387119,757,"FUEL_LEVEL",61,16-JAN-2012 22:11:54
513197,24387119,757,"FUEL_LEVEL",61,16-JAN-2012 22:16:54
513197,24387119,757,"FUEL_LEVEL",61,16-JAN-2012 22:14:54
513197,24387119,757,"FUEL_LEVEL",61,16-JAN-2012 22:19:54
513197,24387119,757,"FUEL_LEVEL",61,16-JAN-2012 22:15:54
513197,24387119,757,"FUEL_LEVEL",61,16-JAN-2012 22:09:54
513197,24387119,757,"FUEL_LEVEL",81,16-JAN-2012 16:36:53
513197,24387119,757,"FUEL_LEVEL",61,16-JAN-2012 22:17:54
513197,24387119,757,"FUEL_LEVEL",61,16-JAN-2012 22:13:54
513197,24387119,757,"FUEL_LEVEL",61,16-JAN-2012 22:18:54
513197,24387119,757,"FUEL_LEVEL",61,16-JAN-2012 22:12:54
513197,24387119,757,"FUEL_LEVEL",61,16-JAN-2012 22:20:54
513197,24387119,757,"FUEL_LEVEL",61,16-JAN-2012 22:10:54
513197,24387119,757,"FUEL_LEVEL",61,16-JAN-2012 22:21:54
513197,24387119,757,"FUEL_LEVEL",81,16-JAN-2012 15:12:06
513197,24387119,757,"FUEL_LEVEL",74,16-JAN-2012 18:32:08
513197,24387119,757,"FUEL_LEVEL",76,16-JAN-2012 18:24:08
513197,24387119,757,"FUEL_LEVEL",75,16-JAN-2012 18:31:08
513197,24387119,757,"FUEL_LEVEL",74,16-JAN-2012 18:40:08
513197,24387119,757,"FUEL_LEVEL",72,16-JAN-2012 19:07:22
513197,24387119,757,"FUEL_LEVEL",71,16-JAN-2012 19:23:47
513197,24387119,757,"FUEL_LEVEL",74,16-JAN-2012 18:37:08
513197,24387119,757,"FUEL_LEVEL",74,16-JAN-2012 18:33:08
513197,24387119,757,"FUEL_LEVEL",75,16-JAN-2012 18:26:08
513197,24387119,757,"FUEL_LEVEL",74,16-JAN-2012 18:50:22
513197,24387119,757,"FUEL_LEVEL",71,16-JAN-2012 19:26:47
513197,24387119,757,"FUEL_LEVEL",72,16-JAN-2012 19:13:22
513197,24387119,757,"FUEL_LEVEL",74,16-JAN-2012 18:34:08
513197,24387119,757,"FUEL_LEVEL",72,16-JAN-2012 19:08:22
513197,24387119,757,"FUEL_LEVEL",72,16-JAN-2012 19:01:22
513197,24387119,757,"FUEL_LEVEL",72,16-JAN-2012 19:09:22
513197,24387119,757,"FUEL_LEVEL",72,16-JAN-2012 19:12:22
513197,24387119,757,"FUEL_LEVEL",72,16-JAN-2012 19:05:22
513197,24387119,757,"FUEL_LEVEL",72,16-JAN-2012 18:53:22
513197,24387119,757,"FUEL_LEVEL",76,16-JAN-2012 18:22:08
513197,24387119,757,"FUEL_LEVEL",75,16-JAN-2012 18:25:08
513197,24387119,757,"FUEL_LEVEL",75,16-JAN-2012 18:30:08
513197,24387119,757,"FUEL_LEVEL",72,16-JAN-2012 18:59:22
513197,24387119,757,"FUEL_LEVEL",71,16-JAN-2012 19:25:47
513197,24387119,757,"FUEL_LEVEL",74,16-JAN-2012 18:52:22
513197,24387119,757,"FUEL_LEVEL",72,16-JAN-2012 19:04:22
